#Acq. time (s)=	15
#Accumulations=	4
#Range (cm-¹)=	50...1300
#Windows=	1
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	5%
#Laser=	532nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	Omar
#Sample=	120523
#Site=	ap
#Title=	mz
#Remark=	5 laser intensity
#Date=	12.05.2023 16:50
#Acquired=	12.05.2023 16:50:28
50.4637	24.6667
52.3095	28
54.1528	36
55.9978	32.6667
57.8426	46
59.6848	58.6667
61.5288	88
63.3702	116.667
65.2135	146
67.0543	164.667
68.8968	182.667
70.7368	223.333
72.5787	277.333
74.418	311.333
76.2591	369.333
78.0976	370.667
79.938	401.333
81.7759	411.333
83.6134	447.333
85.4527	466.667
87.2895	470.667
89.128	473.333
90.9641	464.667
92.8019	478
94.6373	464.667
96.4722	483.333
98.309	460
100.143	482.667
101.979	477.333
103.813	500
105.646	486.667
107.481	510
109.313	514
111.146	502.667
112.979	502
114.811	485.333
116.642	496
118.475	490
120.305	508.667
122.135	507.333
123.967	498.667
125.796	495.333
127.625	493.333
129.455	482
131.283	485.333
133.111	500
134.939	492
136.768	498
138.595	503.333
140.421	497.333
142.249	510
144.075	520
145.9	520
147.725	510.667
149.55	517.333
151.376	503.333
153.2	518
155.023	518.667
156.846	506.667
158.669	518
160.494	510
162.316	503.333
164.138	524.667
165.959	498.667
167.78	510.667
169.601	510
171.423	509.333
173.243	496.667
175.063	516
176.882	522
178.701	517.333
180.519	506.667
182.337	530.667
184.155	515.333
185.973	528
187.792	523.333
189.609	537.333
191.425	523.333
193.241	508
195.057	529.333
196.872	512
198.687	514.667
200.502	517.333
202.316	505.333
204.13	513.333
205.943	520.667
207.756	522
209.569	496.667
211.382	500
213.194	522
215.006	522
216.817	513.333
218.628	503.333
220.439	513.333
222.249	507.333
224.059	516
225.869	506
227.678	492.667
229.487	523.333
231.296	499.333
233.104	510.667
234.912	502.667
236.718	502.667
238.525	512
240.332	506
242.138	500.667
243.944	490.667
245.75	511.333
247.555	511.333
249.361	510
251.163	510
252.968	520
254.772	516
256.575	527.333
258.379	508
260.182	512.667
261.982	522
263.784	500.667
265.586	518.667
267.388	498
269.189	513.333
270.988	513.333
272.789	497.333
274.589	500.667
276.389	511.333
278.188	512.667
279.985	484
281.784	508
283.582	524
285.378	496.667
287.176	505.333
288.973	516
290.77	509.333
292.565	516
294.361	495.333
296.157	490.667
297.951	512.667
299.746	520
301.541	513.333
303.334	514
305.128	516.667
306.922	516
308.713	506.667
310.507	525.333
312.299	536
314.09	526
315.882	521.333
317.672	522
319.463	520
321.254	522.667
323.043	531.333
324.833	516
326.621	515.333
328.411	538
330.201	520.667
331.987	537.333
333.776	534
335.562	544
337.35	531.333
339.136	520
340.923	535.333
342.708	537.333
344.495	533.333
346.279	526.667
348.065	525.333
349.848	527.333
351.634	517.333
353.417	531.333
355.201	544
356.983	544.667
358.767	528.667
360.548	530
362.332	531.333
364.112	540.667
365.893	547.333
367.675	553.333
369.455	537.333
371.236	533.333
373.015	541.333
374.794	563.333
376.574	546
378.352	539.333
380.132	538.667
381.909	539.333
383.686	541.333
385.465	537.333
387.241	543.333
389.017	541.333
390.795	548.667
392.57	556
394.345	554.667
396.121	554
397.896	553.333
399.67	564.667
401.445	550
403.218	554
404.991	558
406.764	552.667
408.538	548
410.31	554.667
412.081	553.333
413.852	546
415.625	552
417.396	574
419.166	542.667
420.936	561.333
422.707	561.333
424.476	554.667
426.245	545.333
428.013	553.333
429.782	551.333
431.551	572
433.319	566
435.086	570.667
436.852	555.333
438.619	553.333
440.385	554.667
442.151	561.333
443.918	566.667
445.683	569.333
447.448	572.667
449.212	566
450.976	568
452.74	587.333
454.503	564.667
456.266	548
458.029	564.667
459.791	582.667
461.553	577.333
463.317	572.667
465.078	548
466.839	563.333
468.599	590.667
470.36	594
472.12	576.667
473.879	585.333
475.638	563.333
477.397	580
479.156	602
480.914	582.667
482.672	570
484.43	574
486.187	564
487.944	599.333
489.698	575.333
491.455	580.667
493.21	593.333
494.966	559.333
496.721	576.667
498.476	582.667
500.231	572.667
501.985	580.667
503.739	574
505.492	594.667
507.245	583.333
508.996	580.667
510.749	605.333
512.501	601.333
514.253	600
516.004	586.667
517.755	588
519.506	609.333
521.255	591.333
523.005	604.667
524.755	608
526.504	604.667
528.253	597.333
530	601.333
531.749	614.667
533.497	594
535.245	620
536.99	596
538.737	606
540.484	631.333
542.231	599.333
543.975	608
545.721	624.667
547.466	616
549.211	604.667
550.954	602
552.698	617.333
554.443	600
556.184	600
557.928	615.333
559.671	605.333
561.412	604
563.154	620
564.896	618
566.636	609.333
568.378	604.667
570.119	603.333
571.858	633.333
573.598	611.333
575.336	626.667
577.076	616.667
578.816	616.667
580.553	616
582.292	614
584.028	605.333
585.766	615.333
587.502	611.333
589.24	615.333
590.977	616
592.711	615.333
594.448	628
596.182	617.333
597.918	635.333
599.651	598.667
601.387	628
603.119	620.667
604.854	612.667
606.586	606.667
608.32	614.667
610.052	610
611.783	642
613.516	624
615.246	637.333
616.978	633.333
618.708	642
620.44	632
622.169	630.667
623.898	644.667
625.628	646.667
627.357	626
629.086	654
630.814	626.667
632.541	643.333
634.27	652.667
635.997	650
637.723	651.333
639.451	657.333
641.177	642
642.902	641.333
644.629	643.333
646.353	640.667
648.078	638.667
649.804	656
651.527	653.333
653.25	642.667
654.973	649.333
656.698	641.333
658.42	652.667
660.142	655.333
661.866	633.333
663.587	640.667
665.308	660.667
667.029	628
668.749	651.333
670.471	644.667
672.191	665.333
673.911	653.333
675.63	630
677.348	632.667
679.069	632.667
680.787	664
682.505	637.333
684.222	653.333
685.939	653.333
687.656	666
689.372	652.667
691.09	639.333
692.806	662
694.522	645.333
696.237	654.667
697.951	662.667
699.666	660.667
701.38	656
703.094	682
704.807	668.667
706.521	660
708.234	664
709.946	665.333
711.658	650.667
713.372	675.333
715.084	662.667
716.795	661.333
718.506	672.667
720.216	653.333
721.927	662.667
723.637	662.667
725.346	672
727.054	672
728.763	664.667
730.471	659.333
732.18	662
733.888	653.333
735.595	690
737.303	679.333
739.01	650
740.716	686
742.423	672
744.129	674.667
745.835	676.667
747.54	674
749.243	673.333
750.948	686
752.652	682
754.357	674.667
756.06	678.667
757.764	668.667
759.467	661.333
761.168	682
762.87	664.667
764.573	656.667
766.274	689.333
767.976	669.333
769.675	676.667
771.376	687.333
773.077	683.333
774.777	676.667
776.475	684.667
778.175	682.667
779.874	670
781.573	664.667
783.27	674
784.968	664.667
786.666	666.667
788.362	694.667
790.059	661.333
791.756	655.333
793.453	684
795.148	684.667
796.844	681.333
798.539	677.333
800.233	694
801.928	679.333
803.621	672.667
805.315	687.333
807.01	693.333
808.702	683.333
810.395	686.667
812.088	699.333
813.779	683.333
815.472	695.333
817.162	711.333
818.854	703.333
820.544	699.333
822.235	679.333
823.926	696.667
825.615	722
827.305	694
828.994	706.667
830.683	702.667
832.371	708
834.06	694
835.747	692
837.435	720.667
839.121	711.333
840.809	712.667
842.495	716
844.182	702.667
845.867	711.333
847.551	727.333
849.238	718
850.922	706
852.607	722
854.291	712
855.976	724
857.658	708
859.341	721.333
861.025	734
862.707	708
864.388	720.667
866.071	713.333
867.752	727.333
869.432	736
871.115	716
872.794	734.667
874.474	727.333
876.155	727.333
877.834	723.333
879.513	716
881.193	728
882.871	727.333
884.549	718.667
886.226	706.667
887.905	695.333
889.582	692
891.258	714.667
892.934	703.333
894.612	726
896.287	694
897.963	720
899.637	701.333
901.314	700.667
902.988	732.667
904.662	708
906.336	702.667
908.009	721.333
909.682	710.667
911.356	700.667
913.029	704.667
914.701	715.333
916.372	716.667
918.044	732
919.715	702.667
921.386	727.333
923.056	718.667
924.728	724.667
926.398	730
928.068	711.333
929.737	716
931.406	721.333
933.074	724.667
934.743	738.667
936.411	707.333
938.078	716.667
939.746	712
941.413	736.667
943.079	722
944.746	724
946.412	737.333
948.078	754.667
949.743	741.333
951.408	732
953.073	750
954.738	741.333
956.402	739.333
958.066	746.667
959.729	724.667
961.393	750
963.056	737.333
964.716	722
966.379	748.667
968.041	753.333
969.703	743.333
971.364	730.667
973.025	741.333
974.686	727.333
976.346	760
978.005	738.667
979.665	746
981.324	737.333
982.983	743.333
984.642	742.667
986.301	750.667
987.958	746
989.616	734.667
991.273	764.667
992.931	736
994.588	740.667
996.243	762.667
997.899	758.667
999.555	761.333
1001.21	773.333
1002.86	784
1004.52	809.333
1006.18	810
1007.83	808.667
1009.48	786.667
1011.14	798
1012.79	757.333
1014.44	776.667
1016.09	765.333
1017.75	768
1019.4	766.667
1021.05	755.333
1022.7	760.667
1024.35	754
1026	750
1027.65	770.667
1029.3	732
1030.95	740.667
1032.6	746
1034.25	758.667
1035.9	730
1037.55	765.333
1039.19	750.667
1040.84	751.333
1042.49	769.333
1044.14	761.333
1045.78	755.333
1047.43	764
1049.08	748
1050.72	764.667
1052.37	753.333
1054.01	780
1055.66	781.333
1057.3	757.333
1058.94	790
1060.59	770
1062.23	769.333
1063.88	781.333
1065.52	760.667
1067.16	769.333
1068.8	766
1070.44	795.333
1072.09	770
