#Acq. time (s)=	20
#Accumulations=	8
#Range (cm-¹)=	50...4000
#Windows=	3
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	5%
#Laser=	532nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	Omar
#Sample=	120523
#Site=	ap
#Title=	mz
#Remark=	5 laser intensity
#Date=	12.05.2023 17:01
#Acquired=	12.05.2023 17:01:16
51.0297	28.4
52.8754	30.4
54.7185	32.8
56.5635	37.2
58.406	52.8
60.2502	84.4
62.0919	110
63.9355	146.4
65.7765	183.2
67.6193	218.8
69.4595	262
71.3016	303.6
73.1412	376.4
74.9825	420.4
76.8214	450
78.662	486
80.5001	511.6
82.34	530
84.1774	575.2
86.0166	587.2
87.8532	584.4
89.6917	613.6
91.5276	617.2
93.3632	608.8
95.2006	598
97.0355	601.6
98.8721	609.6
100.706	610.8
102.54	616
104.376	614
106.209	614
108.041	622
109.876	623.6
111.708	605.2
113.542	626.8
115.373	607.6
117.204	629.2
119.036	625.2
120.867	616.4
122.697	622.8
124.526	615.2
126.357	614.4
128.186	614.8
130.014	607.2
131.845	613.6
133.672	611.2
135.5	634.8
137.327	622.8
139.155	628.8
140.982	628.8
142.807	619.2
144.633	631.2
146.46	632
148.285	632.8
150.11	635.2
151.934	629.6
153.757	648
155.583	621.2
157.406	622.8
159.229	617.6
161.051	638
162.873	640.8
164.697	624.4
166.518	634.4
168.339	635.6
170.159	630
171.98	639.2
173.799	619.6
175.619	633.2
177.44	631.2
179.259	630.4
181.077	631.6
182.895	628
184.713	619.2
186.53	642.4
188.347	634.8
190.164	628.4
191.98	622.8
193.796	631.6
195.612	612.4
197.427	630.4
199.242	626.8
201.059	618.4
202.873	629.2
204.686	614
206.5	624.8
208.313	626
210.126	622.4
211.938	620.8
213.75	621.6
215.562	617.2
217.373	622.4
219.184	607.2
220.993	603.6
222.803	613.2
224.613	621.2
226.422	598
228.232	608
230.04	606.8
231.849	602
233.657	614
235.465	589.2
237.272	597.6
239.079	605.2
240.886	605.6
242.693	591.2
244.497	608
246.302	596.4
248.108	612.4
249.913	612
251.717	599.6
253.521	605.2
255.325	614
257.127	600
258.93	603.2
260.733	613.6
262.535	595.6
264.338	596.4
266.137	603.6
267.939	595.6
269.74	605.2
271.541	598.8
273.341	605.2
275.139	597.6
276.939	607.2
278.738	598.8
280.537	591.2
282.334	576
284.132	597.2
285.93	594.4
287.728	585.2
289.523	597.2
291.32	606
293.117	590.8
294.911	588.4
296.707	594.4
298.502	594
300.295	593.6
302.09	585.6
303.885	607.6
305.677	592.4
307.47	598.8
309.264	613.6
311.055	610
312.848	621.6
314.64	609.2
316.43	615.6
318.222	625.2
320.011	609.2
321.802	609.6
323.593	622
325.381	615.6
327.171	619.6
328.958	618.4
330.748	604
332.535	619.6
334.323	610.4
336.109	626.8
337.897	608.8
339.685	619.6
341.47	610.8
343.257	609.6
345.041	619.6
346.827	608.4
348.611	614.4
350.397	610
352.18	588
353.962	603.6
355.747	610
357.529	608.8
359.312	612
361.094	613.2
362.877	604
364.658	629.6
366.44	613.2
