#Acq. time (s)=	15
#Accumulations=	4
#Range (cm-¹)=	50...2000
#Windows=	2
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	5%
#Laser=	532nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	Omar
#Sample=	120523
#Site=	ap
#Title=	mz
#Remark=	5 laser intensity
#Date=	12.05.2023 16:51
#Acquired=	12.05.2023 16:51:59
50.2514	26.6667
52.0951	26
53.9406	30.6667
55.7857	38
57.6283	37.3333
59.4727	57.3333
61.3146	79.3333
63.1583	102.667
64.9994	141.333
66.8424	153.333
68.6828	188.667
70.525	205.333
72.3648	268.667
74.2062	320
76.0452	332
77.886	346.667
79.7243	388.667
81.5643	399.333
83.4019	417.333
85.2391	437.333
87.078	452
88.9145	460.667
90.7527	462.667
92.5885	468
94.426	460.667
96.261	472.667
98.0957	484.667
99.9321	452
101.766	472.667
103.602	468
105.435	470
107.268	472.667
109.102	486
110.935	476
112.766	486.667
114.6	476.667
116.431	473.333
118.262	463.333
120.094	482
121.924	484.667
123.754	472.667
125.585	459.333
127.414	467.333
129.243	474
131.071	470
132.901	483.333
134.728	461.333
136.555	464.667
138.384	474
140.211	476.667
142.037	478.667
143.862	496
145.69	482.667
147.515	470.667
149.34	505.333
151.164	476
152.988	495.333
154.813	487.333
156.637	495.333
158.459	480
160.282	490.667
162.104	505.333
163.928	495.333
165.749	486
167.57	497.333
169.391	490
171.211	496
173.031	498.667
174.851	492
176.672	497.333
178.491	469.333
180.31	497.333
182.128	484
183.946	498.667
185.763	483.333
187.581	496
189.397	494
191.214	502.667
193.03	479.333
194.846	502.667
196.661	476
198.478	479.333
200.293	484.667
202.107	490.667
203.921	491.333
205.735	482.667
207.548	480.667
209.361	489.333
211.173	488
212.985	474
214.797	486.667
216.609	491.333
218.42	480
220.231	482.667
222.041	475.333
223.851	480
225.659	482
227.468	479.333
229.277	481.333
231.086	478.667
232.894	471.333
234.702	472.667
236.509	491.333
238.317	486
240.124	486
241.93	487.333
243.736	480
245.54	464.667
247.346	474.667
249.151	494
250.955	496.667
252.76	486.667
254.564	488.667
256.368	485.333
258.169	490.667
259.972	469.333
261.775	477.333
263.577	471.333
265.379	476.667
267.179	474
268.98	481.333
270.781	483.333
272.581	486
274.382	485.333
276.179	486.667
277.979	468.667
279.778	474
281.577	476
283.373	478.667
285.171	477.333
286.969	478
288.767	486.667
290.562	475.333
292.358	478.667
294.155	480
295.949	502
297.744	482
299.54	497.333
301.332	476
303.127	496
304.921	498.667
306.713	481.333
308.507	474
310.3	490.667
312.091	471.333
313.883	484
315.674	482.667
317.465	486.667
319.257	490
321.046	485.333
322.837	490
324.625	496
326.415	498
328.205	483.333
329.992	513.333
331.782	502
333.568	489.333
335.357	481.333
337.143	501.333
338.93	497.333
340.716	494.667
342.503	487.333
344.287	498.667
346.073	501.333
347.857	491.333
349.643	485.333
351.426	492
353.211	472.667
354.994	498.667
356.778	487.333
358.56	508.667
360.343	500.667
362.124	494.667
363.907	502
365.688	506
367.468	492.667
369.25	493.333
371.029	506
372.81	486.667
374.589	501.333
376.367	500.667
378.147	504.667
379.925	503.333
381.704	492
383.481	491.333
385.258	510.667
387.036	514
388.812	514
390.588	506
392.365	507.333
394.14	510.667
395.915	510
397.691	510.667
399.465	502
401.239	513.333
403.014	516.667
404.787	516.667
406.56	522
408.332	499.333
410.106	510
411.877	514
413.648	510
415.419	504.667
417.192	521.333
418.962	508
420.732	501.333
422.501	515.333
424.27	520
426.041	528
427.81	510.667
429.578	517.333
431.346	507.333
433.113	514
434.88	517.333
436.649	517.333
438.415	516
440.181	523.333
441.947	538.667
443.713	518.667
445.478	522.667
447.242	527.333
449.009	528.667
450.773	537.333
452.536	510
454.3	528
456.063	525.333
457.826	532.667
459.588	526.667
461.35	524
463.112	540
464.873	540.667
466.634	530.667
468.394	534.667
470.155	531.333
471.915	532.667
473.674	528.667
475.434	530.667
477.193	541.333
478.951	528.667
480.71	525.333
482.467	538
484.225	539.333
485.982	538.667
487.739	542.667
489.496	532.667
491.252	532
493.008	536.667
494.764	539.333
496.519	535.333
498.274	537.333
500.028	530.667
501.783	545.333
503.534	530
505.288	547.333
507.041	551.333
508.794	548.667
510.547	551.333
512.299	545.333
514.051	557.333
515.802	549.333
517.552	542
519.302	547.333
521.053	547.333
522.803	537.333
524.553	568
526.301	564.667
528.05	548.667
529.799	560.667
531.547	561.333
533.295	538
535.041	556.667
536.789	559.333
538.536	574.667
540.283	564
542.027	546
543.773	550.667
545.519	554.667
547.265	545.333
549.008	548
550.753	541.333
552.497	566.667
554.24	555.333
555.983	557.333
557.727	556.667
559.468	558
561.211	559.333
562.953	550
564.694	549.333
566.435	549.333
568.177	548
569.916	567.333
571.657	557.333
573.396	564.667
575.136	542.667
576.876	572
578.613	572.667
580.352	545.333
582.089	560
583.828	572
585.566	570
587.302	567.333
589.039	561.333
590.774	558
592.511	560.667
594.246	563.333
595.982	582
