#Acq. time (s)=	10
#Accumulations=	2
#Range (cm-¹)=	100...2000
#Windows=	2
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS_LWD
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	633nm_Edge
#Hole=	100.021
#Range=	Visible
#Project=	LIG
#Sample=	proof
#Site=	
#Title=	fproof
#Remark=	
#Date=	07.03.2023 13:14
#Acquired=	07.03.2023 13:14:05
101.054	38
102.338	40
103.621	46
104.904	40
106.187	38
107.471	44
108.753	40
110.036	34
111.317	40
112.599	44
113.881	36
115.162	38
116.443	32
117.724	42
119.005	40
120.285	42
121.566	36
122.846	34
124.126	28
125.405	40
126.685	36
127.964	40
129.243	38
130.522	30
131.801	38
133.079	38
134.357	36
135.635	38
136.911	40
138.189	40
139.466	44
140.744	32
142.021	32
143.297	40
144.574	34
145.85	44
147.126	34
148.401	42
149.676	38
150.952	36
152.227	34
153.502	34
154.777	32
156.05	42
157.325	36
158.599	32
159.873	40
161.147	36
162.419	32
163.693	36
164.966	42
166.239	34
167.51	36
168.783	36
170.055	38
171.327	38
172.598	40
173.869	42
175.141	36
176.411	34
177.682	42
178.953	32
180.222	34
181.493	34
182.763	34
184.032	44
185.302	34
186.571	42
187.839	40
189.109	36
190.378	32
191.645	32
192.914	34
194.181	34
195.449	36
196.716	30
197.983	42
199.251	36
200.517	38
201.784	38
203.05	42
204.317	32
205.582	38
206.848	36
208.113	46
209.379	36
210.643	40
211.909	44
213.173	42
214.438	36
215.701	48
216.966	36
218.229	40
219.493	46
220.756	36
222.019	38
223.282	42
224.544	44
225.808	42
227.069	40
228.331	38
229.594	38
230.855	40
232.117	42
233.378	42
234.638	34
235.9	38
237.16	40
238.419	38
239.68	36
240.94	36
242.199	38
243.46	42
244.718	40
245.977	34
247.235	38
248.495	40
249.753	42
251.011	32
252.268	38
253.527	40
254.784	30
256.041	38
257.298	42
258.556	32
259.812	36
261.068	30
262.324	40
263.58	40
264.837	36
266.092	40
267.348	40
268.603	46
269.857	34
271.112	38
272.366	42
273.622	36
274.876	36
276.129	40
277.383	34
278.636	40
279.889	38
281.142	48
282.395	38
283.647	36
284.9	44
286.152	38
287.404	38
288.655	38
289.907	32
291.158	42
292.409	32
293.66	36
294.911	42
296.161	38
297.411	34
298.661	38
299.911	44
301.161	36
302.41	34
303.66	36
304.909	30
306.158	38
307.406	34
308.655	40
309.903	42
311.151	30
312.397	30
313.645	34
314.893	36
316.14	38
317.387	38
318.634	42
319.88	40
321.125	38
322.372	38
323.618	36
324.864	42
326.109	34
327.353	40
328.598	34
329.844	42
331.088	44
332.333	38
333.576	38
334.82	32
336.064	42
337.308	38
338.55	34
339.794	42
341.037	34
342.279	40
343.521	40
344.764	38
346.005	40
347.247	40
348.489	34
349.73	36
350.971	40
352.213	38
353.453	36
354.694	40
355.935	44
357.174	38
358.414	40
359.653	42
360.893	36
362.133	38
363.371	34
364.611	36
