#Acq. time (s)=	10
#Accumulations=	1
#Range (cm-¹)=	100...3000
#Windows=	3
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	5%
#Laser=	633nm_Edge
#Hole=	74.97
#Range=	Visible
#Project=	Omar
#Sample=	26-06-23
#Site=	1
#Title=	Organic
#Remark=	
#Date=	26.06.2023 16:02
#Acquired=	26.06.2023 16:02:41
101.018	1520
102.302	1514
103.586	1552
104.869	1508
106.152	1550
107.435	1554
108.717	1568
109.999	1506
111.281	1532
112.563	1520
113.845	1572
115.126	1548
116.407	1518
117.688	1584
118.969	1548
120.249	1578
121.53	1500
122.81	1492
124.09	1582
125.369	1514
126.649	1518
127.928	1570
129.207	1532
130.486	1542
131.765	1538
133.043	1548
134.321	1536
135.599	1524
136.877	1558
138.155	1548
139.432	1548
140.708	1562
141.985	1548
143.261	1506
144.538	1530
145.814	1494
147.09	1546
148.366	1538
149.641	1538
150.916	1504
152.191	1518
153.466	1554
154.741	1512
156.016	1500
157.289	1546
158.563	1536
159.837	1524
161.111	1492
162.385	1528
163.657	1502
164.93	1536
166.203	1546
167.476	1534
168.747	1496
170.019	1470
171.291	1552
172.562	1500
173.834	1582
175.105	1546
176.377	1562
177.646	1554
178.917	1514
180.188	1472
181.457	1554
182.727	1508
183.996	1522
185.266	1470
186.536	1504
187.804	1514
189.073	1514
190.342	1490
191.609	1522
192.878	1578
194.145	1514
195.413	1494
196.681	1564
197.948	1558
199.215	1526
200.481	1486
201.749	1524
203.014	1554
204.281	1506
205.546	1476
206.813	1534
208.077	1568
209.343	1512
210.608	1578
211.873	1558
213.137	1542
214.402	1524
215.666	1560
216.93	1538
218.194	1514
219.458	1524
220.721	1552
221.983	1564
223.247	1600
224.509	1562
225.772	1586
227.034	1556
228.295	1546
229.558	1516
230.819	1518
232.081	1570
233.342	1538
234.602	1544
235.864	1596
237.124	1576
238.384	1618
239.645	1528
240.904	1566
242.164	1590
243.423	1552
244.683	1596
245.941	1556
247.2	1580
248.46	1532
249.717	1562
250.975	1570
252.233	1568
253.492	1532
254.749	1548
256.006	1526
257.263	1540
258.519	1564
259.777	1570
261.033	1600
262.289	1542
263.545	1586
264.8	1536
266.057	1588
267.312	1534
268.567	1528
269.822	1590
271.076	1532
272.331	1566
273.585	1554
274.839	1536
276.094	1562
277.347	1596
278.601	1552
279.854	1534
281.107	1562
282.359	1574
283.612	1550
284.864	1550
286.116	1538
287.368	1586
288.62	1544
289.871	1530
291.123	1570
292.374	1560
293.625	1588
294.875	1580
296.126	1572
297.376	1554
298.626	1598
299.876	1584
301.126	1588
302.375	1620
303.625	1616
304.874	1566
306.122	1554
307.371	1600
308.62	1624
309.866	1586
311.114	1664
312.362	1564
313.61	1604
314.857	1612
316.105	1570
317.352	1604
318.599	1594
319.844	1618
321.09	1568
322.337	1600
323.583	1630
324.828	1620
326.073	1544
327.318	1588
328.563	1588
329.808	1606
331.053	1618
332.296	1598
333.541	1628
334.785	1580
336.029	1580
337.272	1548
338.515	1566
339.759	1580
341.001	1560
342.244	1622
343.486	1634
344.728	1636
345.97	1622
347.212	1566
348.453	1610
349.695	1606
350.936	1582
352.176	1620
353.418	1580
354.659	1612
355.898	1590
357.139	1610
358.378	1580
359.618	1620
360.858	1666
362.097	1648
363.336	1636
364.574	1572
365.813	1628
367.051	1622
368.29	1630
369.527	1620
370.766	1624
372.002	1676
373.241	1574
374.477	1638
375.715	1644
376.951	1638
378.188	1642
379.424	1624
380.66	1586
381.896	1618
383.132	1622
384.367	1610
385.603	1554
386.838	1618
388.072	1628
389.307	1654
390.541	1618
391.776	1664
393.01	1644
394.243	1614
395.477	1658
396.71	1660
397.943	1664
399.177	1650
400.409	1664
401.641	1618
402.875	1650
404.106	1692
405.338	1690
406.57	1660
407.802	1660
409.032	1644
410.263	1670
411.495	1714
412.725	1676
413.955	1712
415.185	1700
416.417	1712
417.646	1640
418.875	1716
420.104	1678
421.335	1686
422.564	1726
423.792	1736
425.02	1724
426.249	1742
427.477	1754
428.706	1730
429.933	1722
431.161	1732
432.388	1796
433.615	1758
434.841	1796
436.068	1758
437.294	1784
438.522	1722
439.748	1796
440.974	1722
442.199	1688
443.425	1730
444.65	1798
445.875	1738
447.1	1728
448.324	1696
449.549	1738
450.773	1754
451.997	1784
453.221	1750
454.445	1750
455.668	1770
456.891	1754
458.114	1782
459.337	1758
460.56	1804
461.782	1740
463.005	1794
464.227	1754
